root	deva	gana	voice	voice_attested	aupadeshika_guess	artha_guess	mw_meaning	attested	note	mw_id
spF	स्पॄ	9	P.		spF	hiMsAyAm	(v.l. for √ ) cl. 9. P. , to hurt, kill	SF|spfRAti		256737
SraT	श्रथ्	9	P. Ā.	P.	SraT^		to also , , , ; pf. or Gr.; 3. sg. , ; 3. pl. or Gr.; aor. , , ; fut. , ; inf. o	graT|granT|SraTayati|°te|SraTAyati	voice cp=P. Ā. vs attested=P.	222382
staB	स्तभ्	9	P.	P. Ā.	staB	DAraRe	to fix firmly, support, sustain, prop (esp. the heavens)	staByate|astamBi|staBAyati|stamBayati|°te	voice cp=P. vs attested=P. Ā.	254463.1
stamB	स्तम्भ्	9	P.	P. Ā.	stamB	DAraRe	to fix firmly, support, sustain, prop (esp. the heavens)	staByate|astamBi|staBAyati|stamBayati|°te	voice cp=P. vs attested=P. Ā.	254463
stf	स्तृ	9	P. Ā.	P. Ā.	stf^		to spread, spread out or about, strew, scatter (esp. the sacrificial grass; in t	stIryate|°ti|striyate|staryate|astAri		254842
stumB	स्तुम्भ्	9	P.		stumB	stamBe	(cf. √ and ; in native lists written ) cl. 5. 9. P. , , to stop, stupefy; expel 	stamB|stuB|stunB|stuBnoti|stuBnAti		254821
uB	उभ्	9	P.	P.	uB	saMvaraRe	(impf. 2. sg. ) to hurt, kill, : cl. 6. P. , , , , , to cover over, fill with,, 	uBnAti|uBnAs|uBati|umBati|umBAM-cakAra		37051
uDras	उध्रस्	9	P.		uDras	uYCe	or or , , to gather, glean,;	uDrasnAti|uDrasAM-baBUva|-cakAra|-Asa|ODrAsIt		33764
uz	उष्	9	P.	Ā.	uz	dAhe	to burn, burn down (active)	uzyate|ozAM-cakre	voice cp=P. vs attested=Ā.	37688
aG	अघ्	10	P.	P.	aGa~	gatO	to go wrong, sin	aGayati		1348
aMh	अंह्	10	P.	P.	aMha~	gatO	to go, set out, commence	aMhayati		107
aMS	अंश्	10	P. Ā.	P. Ā.	aMSa~^	viBAge	to divide, distribute,; also occasionally Ā. ,; also	aMSayati|aMSayate|aMSApayati		9
aNK	अङ्ख्	10	P.		aNKa~	viloqane	(p. ), to stir up, mix	aNKayat		1491
aww	अट्ट्	10	P.	P.	awwa~		to exceed	awwayati		2358
BaRq	भण्ड्	10	P.	P.	BaRqa~		to reprove	BaRqati|°qayati|kalyARe|Sive|Band		148198
BaRw	भण्ट्	10	P.	P.	BaRwa~		to deceive,;	BaRwayati		148195
Baw	भट्	10	P.	P.	Bawa~	DAraRe	to hire, nourish, maintain	Bawayati|-BAwayati		148086
BaYj	भञ्ज्	10	P.	P.	BaYja~	BAzAyAm	(√ , cl. 10. P. ), ‘to speak’ or ‘to shine’,.	BaYj|BaYjayati		148084.1
bfMh	बृंह्	10	P.		bfMha~	Sabde	to roar, bellow, trumpet (said of an elephant), ; &c.			146435.1
BfMS	भृंश्	10	P.	P.	BfMSa~	BAzAyAm	to speak or to shine	BfMSati|°Sayati		152547
BI	भी	10	P. Ā.	P. Ā.	BI^	Baye	to fear, be afraid of (abl. or gen., rarely instr. or acc.), &c. &c.	BIyate|aBAyi|BIzayate|BIzayati|Biz°		150969
bunD	बुन्ध्	10	P.	P.	bunDa~	banDane	to bind, (cf. ).	bunDayati|bund		145974
buw	बुट्	10	P.	P.	buwa~	hiMsAyAm	to hurt, kill, ()	bowati|bowayati		145555
Cal	छल्	10	P.		Cala~		to deceive, cheat, delude, outwit, , ; ; ; and			75712
camp	चम्प्	10			campa~		(cf. √ , ) cl. 10. v.l. for √	kamp|capala|°payati|Camp		72122
Camp	छम्प्	10			Campa~	gatO	to go			75700
Cand	छन्द्	10		P.	Canda~		to seem, appear, be considered as	Candayati|vareRa		75556.1
caRq	चण्ड्	10	Ā.		caRqa~\		(derived fr. ) cl. 1. 10. Ā. , , to be angry or wrathful	caRqa|°Rqate|°Rqayate		70904
carv	चर्व्	10			carva~		to grind with the teeth, masticate, chew, ; ; ; , Sch. on &			72562
cft	चृत्	10		P.	cfta~	banDane	to tie	cartati|Cfd|cartayati|cicftsati|°cartizati		74888
cIb	चीब्	10		P.	cIba~	darSane	See √ .	cIv|cIvara|cIvayati		74452
cikk	चिक्क्	10	P.		cikka~		= √	cakk		73413
cint	चिन्त्	10			cinta~	cintAyAm	to think, have a thought or idea, reflect, consider, ; &c.	prati		74105
cumb	चुम्ब्	10			cumba~	hiMsAyAm	to hurt			74626
cUr	चूर्	10			cUra~	dAhe	to burn	°rayati|cur		74798
cUR	चूण्	10			cURa~		to contract, shrink	°Rayati		74789
cuRq	चुण्ड्	10		P.	cuRqa~	Cedane	(and , ), cl. 6. 10. (), (, ), to split, cut off, : cl. 1. (, ), to become small	cuRw|cuRq|cuwati|cuRw°|cowayati		74558.02
cuRw	चुण्ट्	10		P.	cuRwa~	Cedane	(and , ), cl. 6. 10. (), (, ), to split, cut off, : cl. 1. (, ), to become small	cuRw|cuRq|cuwati|cuRw°|cowayati		74558.01
cuRW	चुण्ठ्	10			cuRWa~	hiMsAyAm	to hurt	Wayati		74567
daMh	दंह्	10			daMha~	dIptO	to shine, burn	°hayati		89310
daMs	दंस्	10	P. Ā.		daMsa~^		and cl. 10. Ā. (fr. Prākṛt daṃse) to show, 2 f.			89230.1
daMs	दंस्	10	Ā.		daMsa~\	Bedane	to destroy (?)	daMS		89296
daMS	दंश्	10	P. Ā.		daMSa~^		and cl. 10. Ā. (fr. Prākṛt daṃse) to show, 2 f.			89230
dAn	दान्	10	P. Ā.	P.	dAna~^	Cedane	to cut off	dIdAMsati|°te	voice cp=P. Ā. vs attested=P.	91610
dimB	दिम्भ्	10	P. Ā.	Ā.	dimBa~^		id. P. , to order, direct id.	dimBayate|°ti	voice cp=P. Ā. vs attested=Ā.	92219
dimp	दिम्प्	10	Ā.	Ā.	dimpa~\		to accumulate, in	dimpayate		92218
gah	गह्	10	P.	P.	gaha~		(cf. and √ ) cl. 10. P. , to enter deeply into (acc.), (cf. √ .)	gaBa|gAh|gahayati|jaMh		64460
gaq	गड्	10	P.	P.	gaqa~	saMvaraRe	to distil or drop, run as a liquid, : cl. 10. P. , to cover, hide,.	°qati|gaqayati		62478
Gar	घर्	10	P.		Gara~	darSane	See √ , Caus.	Gf		69592
GaRw	घण्ट्	10	P.		GaRwa~	BAzAyAm	and , ‘to speak’ or ‘to shine’	°wati|°wayati		69363
gF	गॄ	10	Ā.		gF\	jYAne	to know			66810
Gol	घोल्	10	P.		Gola~	viloqane	(in Prākṛt for Caus. of √ = ) cl. 10. P. , to mix, stir together into a semi-flu	GuR|GUrR|°layati		70217
gUrd	गूर्द्	10		P.	gUrda~		to play, sport, jump	gurdayati|gUrd°|gurd|°dati		66184.1
gUrD	गूर्ध्	10	P.		gUrDa~	stutO	() to praise	°Dayati		66407
guRq	गुण्ड्	10			guRqa~	saMvaraRe	to cover, conceal, protect			65827
guRW	गुण्ठ्	10	P.		guRWa~	saMvaraRe	(cf. √ , ) cl. 10. P. , to enclose or envelop, surround, cover, (v.l.) (cf. .)	guRq|guD|°Wayati|ava-		65822
hiMs	हिंस्	10	P.	P. Ā.	hiMsa~	hiMsAyAm	to injure, harm, wound, kill, destroy, &c. &c.	hiMsyate|ahiMsi|a-hiMsyamAna|hiMsayati|ajihiMsat	voice cp=P. vs attested=P. Ā.	262731
jaMs	जंस्	10			jaMsa~	rakzaRe	to protect			76176
jan	जन्	10	P. Ā.	P. Ā.	jana~^		to generate, beget, produce, create, cause, ; &c.	jAyate|°ti|ajAyata|jayamAna|janizyate		76735
jrI	ज्री	10		P.	jrI	vfdDO	to grow old, (v.l.)	jrayati|jriRAti|jrAyayati		80856.1
jul	जुल्	10		P.	jula~		to grind	jolayati		80015
juYc	जुञ्च्	10	P.		juYca~	BAzAyAm	to speak			79993
Kac	खच्	10	P.	P.	Kaca~	gatO	to come forth, project (as teeth)	KacYAti|Kacayati		60863
kaRq	कण्ड्	10	P.	P.	kaRqa~	viBAge	P. , , to be glad or wanton: cl. 10. P. , to separate (the chaff from the grain)	kaRqati|-te|kaRqayati|kaq		42560
KaRq	खण्ड्	10	P.		KaRqa~	Cedane	to break, divide, destroy, : cl. 10. P. , to break, tear, break into pieces, cru	KaRqita		61072
kartr	कर्त्र्	10	P.	P.	kartra~		to unloose, remove, (perhaps connected with √ ).	kartrayati|kft		45145
kaRW	कण्ठ्	10	P.		kaRWa~		to mourn	ut-kaRWa		42456
kav	कव्	10	P. Ā.	P.	kava~^		to describe (as a poet)	kAvayati|°te	voice cp=P. Ā. vs attested=P.	46409
kaww	कट्ट्	10	P.	P.	kawwa~	saMvaraRe	to heap, cover with earth	kawwayati		42169
kF	कॄ	10	Ā.		kF\	jYAne	to know			55569
kIrt	कीर्त्	10	P. Ā.	P.	kIrta~^	karaRe	(rarely Ā. ) aor. or (,), to mention, make mention of, tell, name, call, recite,	kIrtayati|°yate|acikIrtat|acIkftat	voice cp=P. Ā. vs attested=P.	50788
kizk	किष्क्	10	Ā.		kizka~\	hiMsAyAm	to injure, kill	°zkayate		50650
klIb	क्लीब्	10	Ā.	Ā.	klIba~\		to be impotent, behave like a eunuch	klIbayate		58650
knaMs	क्नंस्	10	P.		knaMsa~		(cf. √ , , , .)	°sati|°sayati|kuMS|kuMs|knas		57601
Koq	खोड्	10	P.		Koqa~		= √ , q.v., : cl. 10. P. = √ , q.v.	°qati|Kor|kzow		62089
kruq	क्रुड्	10	P.	P.	kruqa~		to sink, dive	kraqana|kUq|krUq|krUq|krUdayati		58229
kumb	कुम्ब्	10	P.	P.	kumba~	saMvaraRe	to cover,;	kumbati|°bayati		52471
kuMs	कुंस्	10	P.	P.	kuMsa~	BAzAyAm	or cl. 10. P. , or , , ‘to speak’ or ‘to shine’, and	kuMSati|°Sayati|kuMsati|°sayati|kuMS		51270.1
kuMS	कुंश्	10	P.	P.	kuMSa~	BAzAyAm	or cl. 10. P. , or , , ‘to speak’ or ‘to shine’, and	kuMSati|°Sayati|kuMsati|°sayati		51270
kundr	कुन्द्र्	10	P.	P.	kundra~		to tell a lie, (cf. √ and √ .)	kundrayati|kud|gundr		52180
kUp	कूप्	10	P.	P.	kUpa~		to be weak, weaken	kUpayati		53936
kUq	कूड्	10	P.		kUqa~	dAhe	to burn, scorch	akUlayat		53917
kuRq	कुण्ड्	10		P. Ā.	kuRqa~^	dAhe	to mutilate, : cl. 1. Ā. , to burn, : cl. 10. , to protect	kuRqati|kuRqate|kuRqayati		51842
KuRq	खुण्ड्	10	P.	P.	KuRqa~	Bedane	to break in pieces	KuRqayati|Koqayati|kzodayati|kzudra		61976
kuRW	कुण्ठ्	10		P.	kuRWa~		to be lame or mutilated or blunted or dulled	kuRWayati|guRW|avakuRWana		51824
kzamp	क्षम्प्	10	P.		kzampa~	DAraRe	to suffer, bear			59133
kzaYj	क्षञ्ज्	10	P.	P.	kzaYja~	gatO	to go, approach	kzaYjayati		58737.1
laNG	लङ्घ्	10	P.	P. Ā.	laNGa~	gatO	to leap over, go beyond (Ā.)	laNGayati|°te|laNGyate|lilaNGayizati	voice cp=P. vs attested=P. Ā.	181121
lAq	लाड्	10	P.	P.	lAqa~	kzepe	(cf. √ ) cl. 10. P. , to throw, (v.l.)	laq|lAqayati		182220
lard	लर्द्	10	P.	P.	larda~		to load, (cf. Hindī lāḍ).	lardayati		181585
laRq	लण्ड्	10	P.		laRqa~	kzepe	to throw or toss up			181246
laS	लश्	10	P.	P.	laSa~		to exercise an art, (v.l. for ).	lASayati|las		181980
laYj	लञ्ज्	10	P.	P.	laYja~		to be strong	laYjApayati		181193
laz	लष्	10	P.	P. Ā.	laza~		to wish, desire, long for (acc.), ; &c. (mostly with prep. )	aBi|lAzayati|alIlazat|las|lilazizati	voice cp=P. vs attested=P. Ā.	181985
liNg	लिङ्ग्	10	P.	P.	liNga~	gatO	to go	liNgayati|citrI-karaRe		182476
lumb	लुम्ब्	10	P.	P.	lumba~		to torment, harass	lumbayati|adarSane|ardane		183054
luW	लुठ्	10	P.	P. Ā.	luWa~	hiMsAyAm	to strike, knock down, to roll, wallow, (See √ 2. )	loWate|luluWe|aluWat|aloWizwa|loWayati	voice cp=P. vs attested=P. Ā.	182907
mal	मल्	10	P.		mala~	grahaRe	to hold, possess			158634
maMh	मंह्	10		P. Ā.	maMha~^	dAne	to give, grant, bestow (with , ‘as a present’)	maMhayati|mAmahe|mah		153892
mantr	मन्त्र्	10	P. Ā.		mantra~^	BAzAyAm	to speak, talk, say	saha		157539
maRw	मण्ट्	10	P.	P.	maRwa~	karaRe	to act as an intermediator, (Sch.)	maRwayati		154846
maYj	मञ्ज्	10	P.		maYja~		to account for the following words of more or less uncertain origin; cf. √ , ) c			154426
mfc	मृच्	10	P.	P.	mfca~	hiMsAyAm	(cf. √ ) cl. 10. P. (cl. 4. P.; Prec. ), to hurt, injure, annoy,;;	marc|marcayati|mfcyati|mfkzIzwa		167114
mfkz	मृक्ष्	10		P.	mfkza~		weak form of √ .	mrakz|mrakzayati|mfkzayati		166787
mfq	मृड्	10		P. Ā.	mfqa~^		(?), (pf. Gr.; , ; Gr.; fut. , , ; inf. , ; ind.p. , )	mfRqayati|mamarqa|mamfqyuH|amarqIt|marqitA		167161
mind	मिन्द्	10	P.	P.	minda~	vfdDO	to grow fat	mindayati|medayati|mitra		164438.1
miYj	मिञ्ज्	10	P.	P.	miYja~	BAzAyAm	to speak or to shine	miYjayati		164102
mlakz	म्लक्ष्	10	P.	P.	mlakza~	Cedane	to cut, divide, (v.l.)	mlakzayati		168898
muj	मुज्	10	P.	P.	muja~	Sabde	to give out a partic. sound	mojayati|muYjayati		165301
muYj	मुञ्ज्	10	P.	P.	muYja~	Sabde	to give out a partic. sound	mojayati|muYjayati|muj		165301.1
naq	नड्	10	P.	P.	naqa~	patane	to fall, in (cf. √ ).	nAqayati|naw		103226
oj	ओज्	10	P.		oja~		to be strong or able			40621
olaRq	ओलण्ड्	10	P.	P.	olaRqa~	kzepe	or , , to throw out, eject, (cf. .)	olaRqati|olaRqayati|olaRqAM-|olaRqayAm-baBUva|OlaRqIt		40721
paMs	पंस्	10	P.	P.	paMsa~	Bedane	or , or , to destroy,Add	paMSati|°sati|paMSayati|°sayati		113051.1
paMS	पंश्	10	P.	P.	paMSa~	Bedane	or , or , to destroy,Add	paMSati|°sati|paMSayati|°sayati		113051
panT	पन्थ्	10	P.	P.	panTa~	gatO	or , to go, move, (cf. √ ).	panTati|°Tayati|paT		115861
paRq	पण्ड्	10	P.	P.	paRqa~	gatO	to serve as the root of the words below) cl. 1. Ā. , to go, move	paRqayati|piRq|paRqati|°qayati|paMs		114650
pel	पेल्	10	P.	P.	pela~	gatO	(), (), to go.	pelati|pelayati		128979
piMs	पिंस्	10			piMsa~	BAzAyAm	to speak			123451
piRq	पिण्ड्	10	P.		piRqa~	saNGAte	to roll into a lump or ball, put together, join, unite, gather, assemble			123762
piYj	पिञ्ज्	10	P.	P.	piYja~		to tinge, dye, paint	pfc|piYjayati		123559
pruz	प्रुष्	10	P. Ā.	P.	pruza~^	secane	to sprinkle, shower, wet, moisten	pruzAyati|°te|pruzRAti|pruzRat|pruzyati	voice cp=P. Ā. vs attested=P.	140871
pUR	पूण्	10	P.		pURa~		to collect or heap together, (v.l.)	puR|pUl		127430
purv	पुर्व्	10		P.	purva~	pUraRe	to fill	pUrvayati		126641
puRw	पुण्ट्	10	P.	P.	puRwa~	BAzAyAm	to speak or to shine	puRwayati		125253
pus	पुस्	10	P.	P.	pusa~		to discharge, emit	posayati		127294
pyuz	प्युष्	10	P.	P.	pyuza~		v.l. for	pyuzyati|pyozayati|vyuz		129741
qamb	डम्ब्	10			qamba~	kzepe	to push, throw, ()	vi-		81348
qamB	डम्भ्	10	Ā.		qamBa~\		v.l. for √ .	qap		81357
qamp	डम्प्	10	Ā.		qampa~\		v.l. for √ .	qap		81347
qimB	डिम्भ्	10	P. Ā.	P. Ā.	qimBa~^	kzepe	to heap together, : cl. 4. 10. 6. P. , , (v.l. ,) Ā. , to throw	qepayate|qimp°|qimB°|qipyati|qipati		81417.2
qimp	डिम्प्	10	P. Ā.	P. Ā.	qimpa~^	kzepe	to heap together, : cl. 4. 10. 6. P. , , (v.l. ,) Ā. , to throw	qepayate|qimp°|qimB°|qipyati|qipati		81417.1
raMh	रंह्	10	P.	P. Ā.	raMha~		cf. √ and , cl. 1. P. () ( also Ā. , ; pf. , ; fut. , ; aor. Gr.)	laNG|raGu|laGu|raMhati|raMhate	voice cp=P. vs attested=P. Ā.	173028
raNG	रङ्घ्	10			raNGa~		to hasten, run			173263
raR	रण्	10	P.	P.	raRa~	gatO	to go,;	raRayati		174208
ruMS	रुंश्	10	P.	P.	ruMSa~	BAzAyAm	to speak	ruMSati|ruMSayati		178234
rUz	रूष्	10	P.	P.	rUza~		to adorn, decorate	rUzita|rUzayati|visPuraRe		179276
sah	सह्	10		P. Ā.	saha~^		to prevail, be victorious	kalam|kala-kzepam|sAhayati|asIzahat|sisAhayizati		239967
Sal	शल्	10	Ā.	P. Ā.	Sala~\	gatO	to go, move, (only found in comp. with prep. cf. , , )	Salati|uc-Cal|proc-Cal|sam-uc-Cal|SAlayate	voice cp=Ā. vs attested=P. Ā.	214062
SAl	शाल्	10	Ā.	Ā.	SAla~\	dIptO	to shine, be distinguished for or endowed with (instr.), ; , Sch.	SAlate|SAlayate		215926
sam	सम्	10	P.	P.	sama~		to be disturbed	samayati|stamayati		232986
sAmaya	सामय	10	P.	P.	sAmaya	darSane	(Nom. fr. or fr. artificial √ ; for See col. 3) cl. 10. P. (aor. or ), to concil	sAman|sAm|sAmaya|sAmayati|asasAmat		242233
Samb	शम्ब्	10	P.	P.	Samba~	gatO	to go, ()	Sambayati		213262
SaR	शण्	10	P.		SaRa~	dAne	to give			211769
saw	सट्	10		P.	sawa~		to be a part of	sAwayati|sAw		229447
saW	सठ्	10	P.	P.	saWa~		= √ , ()	sAWayati|SaW		229472
sAw	साट्	10	P.	P.	sAwa~	karaRe	to make visible or manifest	sAwayati		241357
Saw	शट्	10	Ā.	Ā.	Sawa~\		to be sick	SAwayate|SaW		211726
saww	सट्ट्	10	P.		sawwa~	hiMsAyAm	to hurt	dAne|AdAne		229463
sf	सृ	10	P. Ā.	P. Ā.	sf^		to also ), and	uccakEs|vAjam|Ajim|sriyate|asAri		251838
SiYj	शिञ्ज्	10	Ā.	Ā.	SiYja~\	BAzAyAm	() (accord. to also cl. 1. 10. Ā. , ; pr. p. , or; pf. Gr.; aor. ,; fut. , ,), t	SiNkte|SiYjate|SiYjayate|SiYjAna|SiYjat		216845
skanD	स्कन्ध्	10	P.	P.	skanDa~		(sometimes written ) cl. 10. P. , to collect	skand|skanDayati		254159
snih	स्निह्	10	P.	P. Ā.	sniha~		to be adhesive or sticky or glutinous or viscid or moist	snehati|snihyate|asnehi|snehayati|asizRihat	voice cp=P. vs attested=P. Ā.	256298
sniw	स्निट्	10	P.		sniwa~	gatO	to go	snih		256297
sPaRq	स्फण्ड्	10	P.	P.	sPaRqa~	hasane	(v.l. ) cl. 10. P. , to jest or joke with, laugh at	sPaRw|sPaRqayati		256785
sPaw	स्फट्	10	P.		sPawa~		to burst, expand &c.			256740
sPuRq	स्फुण्ड्	10	P.	P.	sPuRqa~		to open, expand	sPuRqayati		256964
sPuRw	स्फुण्ट्	10	P.	P.	sPuRwa~		to open, expand	sPuRwayati		256963
sPuww	स्फुट्ट्	10	P.	P.	sPuwwa~	anAdare	to despise, disrespect, ()	sPuwwayati		256961
stam	स्तम्	10	P.	P.	stama~		to be disturbed	samayati|stamayati		232986.1
step	स्तेप्	10	P.	P.	stepa~	kzaraRe	to flow	stepayati		254882
stUp	स्तूप्	10	P.	P.	stUpa~		(prob. invented as a root for below) cl. 4. 10. P. , or , to heap up, pile, erec	stUpa|stUpyati|stUpayati		254826
sUd	सूद्	10		P. Ā.	sUda~^		to put or keep in order, guide aright	sUdayati|°te|sUdayAna|asUzudat|°ta		251301
Sulv	शुल्व्	10	P.		Sulva~		to mete out			219883.1
SuRW	शुण्ठ्	10	P.	P.	SuRWa~		to limp, be lame	SozaRe|SuRWayati|SozaRe		219320
SvaRW	श्वण्ठ्	10	P.	P.	SvaRWa~		() = √ , q.v.	SvAWayati|SvaRWayati|SaW		224193.1
taMs	तंस्	10		P.	taMsa~	gatO	to decorate, ; Ā. to decorate one's self, ; pf. ) ‘to move’, pour out (fig. a wi	taMsayati|ataMsayat|tantasyati|vi-√ taMs|kaRqv-Adi		81566
traMs	त्रंस्	10			traMsa~	BAzAyAm	‘to speak’ or ‘to shine’	°sati|°sayati		87411
tUl	तूल्	10			tUla~	darSane	See also	tUR|anu-tUlaya		86445
tumb	तुम्ब्	10			tumba~	ardane	to distress,: cl. 10. , ‘id.’, or ‘to be invisible’,.	°bati|°bayati		85944
vaj	वज्	10	P.	P.	vaja~	gatO	to go	vAjayati|mArga-|mArgaRa-saMskAre|vaj|uj		184793
valh	वल्ह्	10	P.	P.	valha~		to be excellent	dAna|CAdana|valhayati|BAzArTe|BAsArTe		188380
varh	वर्ह्	10	P.		varha~	BAzAyAm	to speak	dAna|CAdana|barh		142966.1
vaRq	वण्ड्	10	P.	P.	vaRqa~	viBAge	to partition, share, divide	vezwane|viBAjane|vaRqayati		185370
vaRw	वण्ट्	10	P.	Ā.	vaRwa~	viBAge	to some also ), to partition, apportion, share, divide	vaRwyate|vaRwyamAna	voice cp=P. vs attested=Ā.	185343
vast	वस्त्	10	Ā.		vasta~\	hiMsAyAm	to waste, hurt			189206
vekz	वेक्ष्	10	P.	P.	vekza~	darSane	(prob. for , q.v.) cl. 10. P. , to see, (v.l. ).	avekz|vekzayati|vlekz		205298
vIj	वीज्	10		P. Ā.	vIja~^		to fan, cool by blowing upon or fanning	vIjayati|vIjyate		203453
vrIq	व्रीड्	10	P.	P.	vrIqa~		to also cl. 4. P. ; pf. Gr.; aor. , ; fut. , , )	vrIqayati|vIqayati|vIq		210765
vrUs	व्रूस्	10	P.	P.	vrUsa~	hiMsAyAm	(also written , or ; v.l. ) cl. 1. 10. P. , , to hurt, kill	vrUz|brUs|vrIs|vrUsati|vrUsayati		210819
vuRw	वुण्ट्	10	P.	P.	vuRwa~	hiMsAyAm	(= √ ) cl. 10. P. , ‘to hurt, kill’, or ‘to perish’	viRw|vuRwayati		203972
vyuz	व्युष्	10	P.	P.	vyuza~	dAhe	to burn (in this sense perhaps = )	pyus|puz|byus|bus|vyozayati		210272
waNk	टङ्क्	10			waNka~	saMvaraRe	(derived from , ‘seal’), cl. 10. , to (seal up, i.e. to) shut, cover	°ka|°kayati		81181
wip	टिप्	10	P.	P.	wipa~	darSane	See √ .	wepayati|qip		81258
yantr	यन्त्र्	10	P.		yantra~	banDane	to restrain, curb, bind ()			170247
